Sample	posterior	ESS(posterior)	likelihood	prior	
0	-7475.845950790546	3.2	-7465.53139761745	-10.314553173095982	
1	-7470.908674532695	3.4	-7460.927803700873	-9.980870831822559	
2	-7470.908674532695	3.4	-7460.927803700873	-9.980870831822559	
3	-7470.908674532695	3.4	-7460.927803700873	-9.980870831822559	
4	-7470.908674532695	3.4	-7460.927803700873	-9.980870831822559	
5	-7471.76372223625	3.5	-7460.425730106105	-11.33799213014454	
6	-7472.845157865341	3.7	-7460.266062444738	-12.579095420603174	
