Sample	posterior	ESS(posterior)	likelihood	prior	
0	-3232.614456145169	3.0	-3237.3520394845027	4.737583339333956	
1	-3232.614456145169	3.0	-3237.3520394845027	4.737583339333956	
2	-3232.614456145169	3.0	-3237.3520394845027	4.737583339333956	
3	-3234.3550380933248	3.2	-3237.293430064882	2.938391971557528	
4	-3232.337184734557	3.3	-3236.2176437766448	3.8804590420876117	
5	-3231.128111531417	3.4	-3235.798478424555	4.670366893138404	
