Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-13744.79017021589	-13743.752502969362	N	-13744.79017021589	1.0376672465278718
1	-12494.0819063224	-12494.309630268386	2.0	-12494.0819063224	-0.22772394598565526
2	-11690.83772870039	-11698.36766201504	3.0	-11690.83772870039	-7.529933314650187
3	-10861.014543609044	-10865.382708492658	4.0	-10861.014543609044	-4.36816488361452
4	-10144.76656865064	-10157.32776254167	3.0	-10144.76656865064	-12.561193891030145
5	-8461.235930647648	-8477.358095693282	2.7	-8461.235930647648	-16.1221650456337
6	-8309.445997952149	-8328.44842686572	2.5	-8309.445997952149	-19.00242891357065
7	-7969.866398037173	-7982.083056694784	2.4	-7969.866398037173	-12.216658657611337
8	-7942.281408697171	-7957.512860854661	2.5	-7942.281408697171	-15.231452157489937
9	-7925.665911102961	-7948.246673124683	2.5	-7925.665911102961	-22.580762021721725
10	-7910.792834960264	-7928.715243087562	2.8	-7910.792834960264	-17.922408127297558
11	-7899.504788572302	-7913.4849626833875	3.0	-7899.504788572302	-13.980174111085722
12	-7896.589547865759	-7910.104813398134	3.1	-7896.589547865759	-13.51526553237418
13	-7893.208054986755	-7909.673049708145	3.2	-7893.208054986755	-16.464994721390017
14	-7891.410240305435	-7908.025035247648	3.4	-7891.410240305435	-16.614794942213265
15	-7889.918599787351	-7901.321743506324	3.6	-7889.918599787351	-11.403143718973416
16	-7888.605071105494	-7902.496270522323	3.7	-7888.605071105494	-13.891199416829002
17	-7887.60053776017	-7905.347306452668	3.9	-7887.60053776017	-17.746768692497973
18	-7883.953702954926	-7899.506239962105	4.1	-7883.953702954926	-15.552537007178824
19	-7883.128054087381	-7896.859662283344	5.1	-7883.128054087381	-13.731608195962478
20	-7882.8366182377	-7895.7166516538755	5.3	-7882.8366182377	-12.88003341617483
21	-7878.468301299129	-7893.4604321061	5.6	-7878.468301299129	-14.992130806970263
22	-7877.914146252555	-7897.023792091755	5.8	-7877.914146252555	-19.109645839200287
23	-7877.141879366377	-7890.125983688322	6.1	-7877.141879366377	-12.984104321944434
24	-7876.633711722919	-7889.976697182011	6.3	-7876.633711722919	-13.342985459091844
25	-7876.04953144502	-7891.367383718089	6.6	-7876.04953144502	-15.317852273068326
26	-7875.926835781726	-7892.912745985507	6.9	-7875.926835781726	-16.985910203780875
27	-7875.8984727141415	-7890.68400910157	7.1	-7875.8984727141415	-14.785536387429085
28	-7875.302957803069	-7893.996291919132	7.4	-7875.302957803069	-18.693334116063216
29	-7875.008079134731	-7888.54044030902	9.5	-7875.008079134731	-13.532361174288756
30	-7874.6897687146675	-7889.9884055135335	9.9	-7874.6897687146675	-15.298636798866356
31	-7874.3993067953525	-7889.536055583364	10.2	-7874.3993067953525	-15.136748788011161
32	-7874.314892157777	-7886.768010500436	10.5	-7874.314892157777	-12.453118342659007
33	-7874.212509452357	-7888.338672875635	10.9	-7874.212509452357	-14.126163423277847
34	-7874.189362693108	-7891.228917685264	11.2	-7874.189362693108	-17.039554992155487
35	-7874.112424281669	-7886.966688379993	11.5	-7874.112424281669	-12.8542640983238
36	-7874.068421112952	-7886.926761184589	11.8	-7874.068421112952	-12.858340071636816
37	-7874.02121714083	-7888.419455466139	12.1	-7874.02121714083	-14.398238325308487
38	-7873.88100131382	-7886.393085645004	12.5	-7873.88100131382	-12.512084331184123
39	-7873.859216701442	-7888.734420766486	16.6	-7873.859216701442	-14.875204065044308
40	-7873.831274557993	-7888.884794395863	17.0	-7873.831274557993	-15.053519837868876
41	-7873.690312019854	-7886.729163009173	17.4	-7873.690312019854	-13.038850989318945
42	-7873.661408288962	-7891.154332677439	17.8	-7873.661408288962	-17.492924388476705
43	-7873.658546965661	-7887.132574414644	18.3	-7873.658546965661	-13.474027448983547
44	-7873.642196551533	-7886.5039143899285	18.7	-7873.642196551533	-12.861717838395894
