"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-7887.31641447319,5.39275425318982,0.0000000038232944883665,8.07258387330675
"2","GTR","relaxed_log_normal","yule",-7894.32368645284,5.59385169323151,3.46113227199677e-12,10.2032748813589
"3","GTR","strict","birth_death",-7887.88090531754,5.90915694429597,0.00000000217411489762268,4.95565432581202
"4","GTR","strict","yule",-7876.17630718034,4.19022588032272,0.000263344877995725,7.69811705246626
"5","HKY","relaxed_log_normal","birth_death",-7886.84357270837,5.1771373890115,0.00000000613465748706005,16.0861844494043
"6","HKY","relaxed_log_normal","yule",-7880.1547322417,5.15588342366194,0.00000492852342439789,5.62141759672861
"7","HKY","strict","birth_death",-7882.04632953775,4.98974030471311,0.000000743372613664379,7.62585985227535
"8","HKY","strict","yule",-7882.74622298179,5.49978245984926,0.000000369187252194048,7.07437018635783
"9","JC69","relaxed_log_normal","birth_death",-7875.74423621028,3.86168825651868,0.000405668152242296,6.40463700821187
"10","JC69","relaxed_log_normal","yule",-7871.5385725887,3.91558463145239,0.0272061706300728,4.88347871328341
"11","JC69","strict","birth_death",-7868.32034108633,3.85363971651248,0.679716168213163,5.47020194838639
"12","TN93","relaxed_log_normal","birth_death",-7885.34773783229,5.49002535533322,0.000000027379351197332,9.38204690127739
"13","TN93","relaxed_log_normal","yule",-7869.21368638079,3.84806996616655,0.278197144956904,6.29800763186001
"14","TN93","strict","birth_death",-7900.70898240262,6.24011015419948,5.83605532742452e-15,8.00172351005171
"15","TN93","strict","yule",-7872.18839263473,3.38279455594784,0.014205422571446,9.95936907933549
