Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-7833.796627015615	-7844.768030243884	N	-7833.796627015615	-10.971403228269251
1	-7799.845901305635	-7817.456866720109	2.0	-7799.845901305635	-17.610965414473576
2	-7512.975900263722	-7522.09740694809	3.0	-7512.975900263722	-9.121506684367754
3	-7320.379538677956	-7333.221926004728	4.0	-7320.379538677956	-12.842387326771671
4	-7075.678523958444	-7091.638735151938	3.0	-7075.678523958444	-15.960211193493993
5	-7067.472055348123	-7085.374467174624	2.4	-7067.472055348123	-17.902411826501258
6	-6967.824019345343	-6981.338864750018	2.3	-6967.824019345343	-13.514845404674906
7	-6952.799706940233	-6965.457822421361	2.4	-6952.799706940233	-12.658115481128782
8	-6900.497285553025	-6905.830978442618	2.6	-6900.497285553025	-5.333692889593681
9	-6895.140295584355	-6909.111160115024	3.0	-6895.140295584355	-13.970864530669399
10	-6833.7138517205785	-6844.726119164448	3.2	-6833.7138517205785	-11.012267443869494
11	-6822.036622091149	-6831.493562850755	3.3	-6822.036622091149	-9.45694075960541
12	-6811.578768440672	-6815.1640648551165	3.3	-6811.578768440672	-3.5852964144441275
13	-6803.72690356174	-6810.195499283747	3.3	-6803.72690356174	-6.468595722007436
14	-6613.416019933589	-6618.576097065544	3.5	-6613.416019933589	-5.1600771319546865
15	-6564.897244927441	-6567.665854210923	3.6	-6564.897244927441	-2.7686092834823794
16	-6551.209545033872	-6555.344502825971	3.4	-6551.209545033872	-4.134957792099094
17	-6498.584319195308	-6502.142576810064	3.4	-6498.584319195308	-3.5582576147565956
18	-6461.842660796341	-6466.584139821304	3.3	-6461.842660796341	-4.741479024963187
19	-6440.441576200803	-6443.614679466692	3.0	-6440.441576200803	-3.1731032658889475
20	-6391.150354870758	-6397.657379253617	2.9	-6391.150354870758	-6.507024382859831
21	-6381.169059387368	-6385.698994562063	2.8	-6381.169059387368	-4.529935174694501
22	-6367.899832195689	-6374.402458560243	2.8	-6367.899832195689	-6.502626364554104
23	-6360.541029625927	-6365.552223556855	2.7	-6360.541029625927	-5.01119393092855
