"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-2921.89534550004,4.15434969664788,0.00168065477466334,8.0106473835723
"2","GTR","relaxed_log_normal","yule",-2925.47205931616,4.33353539613482,0.0000470036344374568,7.66241715190833
"3","GTR","strict","birth_death",-2935.7187882741,4.99969616691654,0.00000000166737619173252,11.8096032675968
"4","GTR","strict","yule",-2943.88366845392,5.57929805854718,4.74319728193841e-13,16.5930303309588
"5","HKY","relaxed_log_normal","birth_death",-2915.56668073311,3.46352493674143,0.941852076793397,7.95736491439646
"6","HKY","relaxed_log_normal","yule",-2923.26473877523,4.081724034796,0.000427325265054697,7.30056189126999
"7","HKY","strict","birth_death",-2920.00591061841,3.66637990075039,0.0111185884847398,4.58974921867906
"8","HKY","strict","yule",-2941.38209199217,5.74047921028518,5.78751383052e-12,7.50269787351512
"9","JC69","relaxed_log_normal","birth_death",-2920.45197656163,4.4054128594167,0.00711747055176485,9.60815941378735
"10","JC69","relaxed_log_normal","yule",-2923.14312169165,5.0650168161785,0.000482587644871535,8.58805168482975
"11","JC69","strict","birth_death",-2918.81071717908,4.06131336536938,0.0367380052737832,9.35666486266488
"12","TN93","relaxed_log_normal","birth_death",-2923.03867425056,4.71638095672371,0.000535719119414678,7.97313778445594
"13","TN93","relaxed_log_normal","yule",-2930.94053936183,5.0535054595118,0.000000198244310300642,6.39206250204906
"14","TN93","strict","birth_death",-2930.32049073026,4.59349763828036,0.000000368539829789483,5.20406124075258
"15","TN93","strict","yule",-2945.48527719665,6.30641986047492,9.56095665558596e-14,11.4762278385831
