"","x"
"1",0.00619800918783294
"2",0.0149970154937128
"3",0.0138425246676551
"4",0.0111863116705192
"5",0.034790810477151
"6",0.00958851507767592
"7",0.019169416774724
"8",0.0119632355019578
"9",0.0182951353608783
"10",0.0125727319591752
"11",0.0079657495588004
"12",0.0227042261389876
"13",0.0100823784286445
"14",0.018061067376216
"15",0.0179678582955472
"16",0.0256821044517373
"17",0.0161928866899628
"18",0.00888849513963957
"19",0.0116511119916465
"20",0.0145799592906709
"21",0.00863097538549856
"22",0.00736922068011486
"23",0.00612551519369403
"24",0.0238244114580647
"25",0.0198662402952495
"26",0.0150784056758974
"27",0.0193338353590239
"28",0.0233361295397993
"29",0.0130827570373935
"30",0.0203142663204726
"31",0.030650097734194
"32",0.0121541801813461
"33",0.0246669680713498
"34",0.0165685384091324
"35",0.0203236778098829
"36",0.0127304635713379
"37",0.00935256896092305
"38",0.0157428332536206
"39",0.0080647412943833
"40",0.00607253807051722
"41",0.0105456345955017
"42",0.014087203747771
"43",0.0107703461054957
"44",0.0147269201040803
"45",0.0164367896129361
"46",0.00349009272522011
"47",0.0201425818817513
"48",0.0104015474421608
"49",0.00719099825558744
"50",0.0225275387666622
"51",0.0247217094949668
"52",0.0118928052044516
"53",0.00887935566394075
"54",0.00636413761811844
"55",0.0157140189172605
"56",0.0146824941262893
"57",0.0132703803452863
"58",0.0138658401114344
"59",0.0106336663274454
"60",0.00911071663630155
"61",0.0123982331074884
"62",0.00635078160670643
"63",0.0202474495859113
"64",0.0275675674168492
"65",0.0139412160910403
"66",0.0136467641296155
"67",0.0245671624772748
"68",0.0177174953002713
"69",0.00350410094773555
"70",0.00667903102157058
"71",0.0223410029717314
"72",0.00969063004126811
"73",0.0117961847630597
"74",0.0108949053234571
"75",0.00908625530816332
"76",0.0179740869240496
"77",0.0122832118630879
"78",0.0175000499961675
"79",0.0133721443176392
"80",0.0105453310693545
"81",0.0180123450139765
"82",0.00814378010054058
"83",0.0180863749705589
"84",0.0156373866211541
"85",0.00979875862832567
"86",0.0176445098564778
"87",0.00482167249902218
"88",0.0143469629306098
"89",0.00604868773386624
"90",0.00868640853841651
"91",0.0323548111425352
"92",0.0101732760626561
"93",0.0188277999641402
"94",0.0216530232483617
"95",0.015774637206144
"96",0.0134029525980196
"97",0.0075004841056374
"98",0.00919326910460518
"99",0.0209738681394665
"100",0.0193487037538668
"101",0.00774148336766441
"102",0.0200228829502242
"103",0.00412551025417496
"104",0.0203610710197469
"105",0.0155854185033483
"106",0.0148547294686349
"107",0.0089637889384304
"108",0.0146761093414577
"109",0.00620178632288728
"110",0.00951273673985779
"111",0.0127781972356196
"112",0.011170749836007
"113",0.0156964791326748
"114",0.00740658462182682
"115",0.0132431609904482
"116",0.0191797964392842
"117",0.00587515584442074
"118",0.0109238581195226
"119",0.0324445913836373
"120",0.0229097144331133
"121",0.00667849687755641
"122",0.0170242909216237
"123",0.019839923865567
"124",0.0263904932155889
"125",0.0143969244315697
"126",0.00773452755628627
"127",0.0141382331444216
"128",0.0112984290900145
"129",0.0133564786108783
"130",0.0283255184325535
"131",0.0198951817951727
"132",0.0260372245164319
"133",0.0133618959226685
"134",0.00882999531481469
"135",0.0113693011441837
"136",0.0139733348163563
"137",0.0209156987780894
"138",0.0206322142440774
"139",0.0108389704154518
"140",0.0172232062219515
"141",0.0204533071663113
"142",0.0135964153164754
"143",0.0187140680364259
"144",0.0150279065643924
"145",0.0131537724976451
"146",0.0199845357103353
"147",0.0189568071158967
"148",0.00250351479575101
"149",0.00427626224845168
"150",0.0172740961615952
"151",0.0082736437003794
"152",0.0151299697797405
"153",0.00764144477550725
"154",0.0123813253301932
"155",0.0235520802222019
"156",0.0154913157983277
"157",0.0109453702369797
"158",0.0146077756084368
"159",0.0180784413796887
"160",0.0189571492939533
"161",0.00929962849718243
"162",0.00392548206471512
"163",0.00591883058127474
"164",0.0169563228170019
"165",0.0271436675163537
"166",0.00388386259098441
"167",0.00810852950033001
"168",0.0256726222448039
"169",0.0163905003534819
"170",0.00736465179309724
"171",0.00764943443896654
"172",0.0126002356010312
"173",0.0146715042108567
"174",0.00931058805107473
"175",0.0240706376776175
"176",0.0134966380635913
"177",0.0130345276317165
"178",0.00657510954913459
"179",0.0187201964572928
"180",0.0275518255625252
"181",0.0131411157238301
"182",0.00415589992566678
"183",0.00494100415287642
"184",0.0130425381800577
"185",0.0117874823570995
"186",0.0242237754007511
"187",0.0261153522688841
"188",0.0203967130741182
"189",0.00992367771068616
"190",0.0127227850883822
"191",0.0124412222214036
"192",0.0166420361202113
"193",0.019000694889345
"194",0.00992144992227347
"195",0.0203916256106247
"196",0.0157164372311225
"197",0.0168475378866145
"198",0.00926899432280304
"199",0.027926892857069
"200",0.0129639370814414
"201",0.00799843286903867
"202",0.0339516694372459
"203",0.0276023405853569
"204",0.00436110936799417
"205",0.0284367327199183
"206",0.0169847486041511
"207",0.0128582001667658
"208",0.0199721704472337
"209",0.00828261011961673
"210",0.0085906572895601
"211",0.0158374986697666
"212",0.0108867342560481
"213",0.0111274310230532
"214",0.0183247108272351
"215",0.0146243554667035
"216",0.0080301982113063
"217",0.0102572078706304
"218",0.0184409551426074
"219",0.00899086094749183
"220",0.0189901448475397
"221",0.00726830098963517
"222",0.00908247901977501
"223",0.0216844663477233
"224",0.0161059039098018
"225",0.00900720967661794
"226",0.0240686895724771
"227",0.0179623293707226
"228",0.00215600933973938
"229",0.0141142705874974
"230",0.00827825167847107
"231",0.00860198352487005
"232",0.00959804912652945
"233",0.015115250310237
"234",0.011995618102478
"235",0.0123670570605256
"236",0.0186945766717405
"237",0.00975993678416592
"238",0.031729193693884
"239",0.0385436737390716
"240",0.0114010573290135
"241",0.0165783024403079
"242",0.0143122230878486
"243",0.0147240911048752
"244",0.020199704360007
"245",0.0162046057985474
"246",0.0151772515930536
"247",0.011736641162589
"248",0.0197063772270076
"249",0.0240217501236663
"250",0.014352555236796
