"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-5130.8738142422,6.09053952811154,1.86469548125809e-11,7.26057536124719
"2","GTR","relaxed_log_normal","yule",-5124.78907991142,5.56077271016146,0.00000000818793642804684,4.79454920610482
"3","GTR","strict","birth_death",-5129.87714060053,6.15101755719878,5.05193531519807e-11,9.58098163407704
"4","GTR","strict","yule",-5137.98721676716,6.53475121750567,1.51808627645297e-14,6.91365718090042
"5","HKY","relaxed_log_normal","birth_death",-5128.63426482645,4.88156929031226,0.000000000175078118838119,13.8908127658184
"6","HKY","relaxed_log_normal","yule",-5123.4339293116,4.40888595127862,0.0000000317474530605127,6.00563863489156
"7","HKY","strict","birth_death",-5125.91492679403,5.58178844239424,0.00000000265598350497311,6.89209974318057
"8","HKY","strict","yule",-5121.10125350083,5.19055602391486,0.000000327172748512181,7.1964545258576
"9","JC69","relaxed_log_normal","birth_death",-5117.1741472632,5.06465718348388,0.0000166072487704241,6.07245557236182
"10","JC69","relaxed_log_normal","yule",-5117.93704832768,5.07728097799001,0.00000774415378584293,6.35558158424783
"11","JC69","strict","birth_death",-5106.16858500843,3.27164533390304,0.999890975715714,6.1475880762011
"12","TN93","relaxed_log_normal","birth_death",-5128.41907858053,5.47070865931969,0.000000000217113121208642,6.47656369676672
"13","TN93","relaxed_log_normal","yule",-5119.15825454162,4.05815479778359,0.00000228355170109682,7.0804963308379
"14","TN93","strict","birth_death",-5118.71804023198,4.95682932154764,0.00000354644716651146,4.28377363368407
"15","TN93","strict","yule",-5115.62123628584,3.34465716340114,0.000078472657367676,11.357275587595
