Sample	posterior	ESS(posterior)	likelihood	prior	
0	-8336.68827346426	3.8	-8317.550154865836	-19.138118598423873	
1	-8336.68827346426	3.8	-8317.550154865836	-19.138118598423873	
2	-8336.68827346426	3.8	-8317.550154865836	-19.138118598423873	
3	-8336.68827346426	3.8	-8317.550154865836	-19.138118598423873	
4	-8336.68827346426	3.8	-8317.550154865836	-19.138118598423873	
5	-8340.4753686869	6.0	-8317.281448125277	-23.193920561623177	
6	-8340.4753686869	6.0	-8317.281448125277	-23.193920561623177	
7	-8338.60300312568	6.5	-8316.123238846383	-22.479764279296948	
